company_name,location,state,founding_year,data_source,permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,founded_date,category_code,founded_month,founded_quarter,founded_year,last_milestone_at,company_age_years,location_tier,location_score,growth_potential_score,processing_date
,,,,Crunchbase_Alt_companies.csv,/organization/cytiot-inc,CYTIoT,http://www.cytiot.com,Home Automation|Industrial Automation|Internet of Things|Mobile Emergency&Health|Smart Building|Smart Grid,36800,operating,USA,CA,SF Bay Area,San Mateo,1.0,2015-04-04,2015-09-07,2015-09-07,2015-04-04,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/pacific-atlantic-equity-group,Pacific Atlantic Equity Group,,Finance|Venture Capital,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-04-02,2015-04-02,2015-04-02,2015-04-02,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/verecho-inc,Verecho Inc.,http://www.verecho.com,Information Technology,-,closed,USA,CA,SF Bay Area,Mountain View,1.0,2015-04-01,2015-07-31,2015-07-31,2015-04-01,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/lens,Lens,http://www.lens.bio/,Augmented Reality,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-04-06,2015-04-06,2015-04-06,2015-04-06,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/allset,Allset,http://allsetnow.com/,Bridging Online and Offline|Mobile|Restaurants,1500000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-04-01,2015-09-22,2015-09-22,2015-04-01,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/nearable-technology-corp,Nearable Technology Corp.,http://www.nearable.ca,Internet of Things|Mobile|SaaS,400466,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-04-07,2015-08-13,2015-08-13,2015-04-07,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/sally,Sally,,Media|Messaging|Social Media,30000,closed,USA,CA,SF Bay Area,San Francisco,1.0,2015-04-30,2015-06-20,2015-06-20,2015-04-30,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/robocopp,ROBOCOPP™,http://www.robocopp.com,Gps|Public Safety|Security|Wearables,95622,operating,USA,CA,SF Bay Area,Oakland,2.0,2015-05-01,2015-05-15,2015-08-13,2015-05-01,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/oak-labs,Oak Labs,http://www.oaklabs.is/,,4100000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-05-01,2015-11-18,2015-11-18,2015-05-01,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/mybookie-inc,"Bookie, Inc.",,Gambling|Games|Mobile Games|Social Games|Sports,-,operating,USA,CA,SF Bay Area,Mountain View,1.0,2015-04-13,2015-07-01,2015-07-01,2015-04-13,,,,,,9.9,Other,0,47.328656233135455,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/brevo,Brevo,http://www.brevoapp.com,Mobile|Social Network Media|Software,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-03-11,2015-07-28,2015-07-28,2015-03-11,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/engagio-2,Engagio,http://www.engagio.com,Accounting|Marketing Automation,10000000,operating,USA,CA,SF Bay Area,San Mateo,1.0,2015-03-14,2015-04-08,2015-04-08,2015-03-14,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/next-future-of-transportation,NEXT Future of Transportation,http://next-future-transportation.com,Automotive|Public Transportation,-,operating,USA,CA,SF Bay Area,San Jose,2.0,2015-02-27,2015-05-15,2015-12-01,2015-02-27,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/principly,Principly,http://principly.com,Education|Finance,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-03-01,2015-06-15,2015-06-15,2015-03-01,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/visbit-inc,Visbit Inc.,http://visbit.co,Mobile|Mobile Software Tools|Photo Editing|Photography,-,operating,USA,CA,SF Bay Area,Sunnyvale,1.0,2015-03-02,2015-04-10,2015-04-10,2015-03-02,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/eden,Eden,http://www.eden.io,Consumers|Services|Tech Field Support,3300000,operating,USA,CA,SF Bay Area,San Francisco,2.0,2015-03-01,2015-07-14,2015-09-08,2015-03-01,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/wonders-2,Wonders,http://wndrs.com,E-Commerce|Fashion|Mobile|Photography|Publishing|Travel,158000,operating,USA,CA,SF Bay Area,San Francisco,2.0,2015-03-01,2014-09-01,2015-03-23,2015-03-01,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/instabase,Instabase,http://www.instabase.com,Application Platforms|Big Data Analytics|Cloud Computing|Cloud Data Services,3770000,operating,USA,CA,SF Bay Area,San Francisco,2.0,2015-03-12,2015-06-08,2015-08-31,2015-03-12,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/momunt-2,Momunt,http://www.momunt.com/,Apps|Location Based Services|Photography|Photo Sharing|Software,500000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-03-02,2015-06-01,2015-06-01,2015-03-02,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/modsy,Modsy,https://www.modsy.com/,,3000000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-02-28,2015-10-30,2015-10-30,2015-02-28,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/leap-4,Leap Financial,https://www.leapfin.com,Finance Technology,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-03-06,2015-05-15,2015-05-15,2015-03-06,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/the-turkey-bird-grill,The Turkey Bird Grill,,Services|Specialty Foods,105000,operating,USA,CA,SF Bay Area,Dublin,1.0,2015-03-28,2015-01-15,2015-01-15,2015-03-28,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/lilt,Lilt Inc.,http://lilt.com/,Software,650000,operating,USA,CA,SF Bay Area,Palo Alto,1.0,2015-03-01,2015-05-18,2015-05-18,2015-03-01,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/staffly-inc,"Staffly, Inc.",http://staffly.com,Consulting,1250000,closed,USA,CA,SF Bay Area,San Francisco,1.0,2015-03-01,2015-12-03,2015-12-03,2015-03-01,,,,,,10.0,Other,0,47.301672962763085,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/socialsource,SocialSource,http://phew.co,Curated Web,375000,operating,USA,CA,SF Bay Area,Danville,2.0,2015-02-01,2015-06-18,2015-10-06,2015-02-01,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/public-bankers,Public Bankers,,Finance|Venture Capital,20000,operating,USA,CA,SF Bay Area,San Jose,1.0,2015-01-30,2014-04-30,2014-04-30,2015-01-30,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/livelike,Livelike,http://www.livelikevr.com,Application Platforms|Broadcasting|Entertainment|Software|Technology,800000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-02-05,2015-09-20,2015-09-20,2015-02-05,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/i-playdate,i-Playdate,,Entertainment|Games,-,operating,USA,CA,SF Bay Area,Millbrae,1.0,2015-02-03,2015-02-04,2015-02-04,2015-02-03,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/shocard-inc,ShoCard,http://www.shocard.com,Mobile Commerce,1500000,operating,USA,CA,SF Bay Area,Palo Alto,1.0,2015-02-03,2015-07-17,2015-07-17,2015-02-03,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/kingdom-enterprise-systems,Kingdom Enterprise Systems,,Hospitality,-,operating,USA,CA,SF Bay Area,Vallejo,1.0,2015-01-20,2014-09-18,2014-09-18,2015-01-20,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/appodeal,Appodeal,,Android|Apps|Mobile|Mobile Advertising,3460000,operating,USA,CA,SF Bay Area,San Francisco,3.0,2015-01-20,2014-05-01,2015-06-10,2015-01-20,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/auto-lotto,"AutoLotto, Inc.",http://www.autolotto.com,Ticketing,2400000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-02-01,2015-11-02,2015-11-02,2015-02-01,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/startup-policy-lab,Startup Policy Lab,https://www.startuppolicylab.org,,35000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-02-01,2015-11-03,2015-11-03,2015-02-01,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/tabletime,TableTime,,B2B|NFC|Restaurants|SaaS|Technology,20000,operating,USA,CA,SF Bay Area,Santa Cruz,2.0,2015-02-01,2015-09-05,2015-10-19,2015-02-01,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/mysn,MYSN,http://www.mysncorp.com/,News,30000,operating,USA,CA,SF Bay Area,Los Gatos,1.0,2015-02-01,2015-02-16,2015-02-16,2015-02-01,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/alikeaudience,AlikeAudience,https://angel.co/alikeaudience,Consumer Behavior|Mobile Advertising|Predictive Analytics,-,closed,USA,CA,SF Bay Area,Sunnyvale,1.0,2015-02-01,2015-07-31,2015-07-31,2015-02-01,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/meed-2,Meed,https://getmeed.com,Services,575000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-02-21,2015-04-01,2015-04-01,2015-02-21,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/pacifica-labs,Pacifica Labs,http://thinkpacifica.com,Health and Wellness,53750,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-28,2015-07-01,2015-07-01,2015-01-28,,,,,,10.1,Other,0,47.27468969239072,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/igreet,iGreet,http://igreet.co,Mobile,109565.827148951,operating,USA,CA,SF Bay Area,San Mateo,1.0,2014-12-20,2015-06-01,2015-06-01,2014-12-20,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/augur-2,Augur,http://www.augur.net,Bitcoin|Business Services|Internet|Market Research|Prediction Markets|Predictive Analytics,4700000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-01,2015-09-16,2015-09-16,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/swappy-inc-,Hatch Networks,http://www.hatchnetworks.com,Apps|Internet|Mobile,750000,operating,USA,CA,SF Bay Area,Los Altos,1.0,2015-01-05,2015-09-30,2015-09-30,2015-01-05,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/sercle-2,Sercle,http://www.sercle.com,,-,operating,USA,CA,SF Bay Area,San Francisco,2.0,2015-01-01,2015-09-10,2015-09-10,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/eos-data-analytics,EOS Data Analytics,http://eosda.com/,Analytics|Databases|Services,1000000,closed,USA,CA,SF Bay Area,Menlo Park,1.0,2015-01-01,2015-01-08,2015-01-08,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/tripactions,TripActions,http://tripactions.com/,Computers|Software|Technology,4410000,operating,USA,CA,SF Bay Area,Mountain View,1.0,2015-01-01,2015-05-08,2015-05-08,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/second-measure,Second Measure,https://secondmeasure.com/,Big Data Analytics|FinTech|Information Technology,120000,operating,USA,CA,SF Bay Area,San Mateo,1.0,2015-01-01,2015-06-01,2015-06-01,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/kezar-life-sciences,Kezar Life Sciences,http://www.kezarbio.com/,Development Platforms|Life Sciences|Pharmaceuticals,23000000,operating,USA,CA,SF Bay Area,South San Francisco,1.0,2015-01-01,2015-06-16,2015-06-16,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/fig-4,Fig,https://www.fig.co,Crowdfunding|Investment Management|Video Games,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-01,2015-08-18,2015-08-18,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/viviso,Viviso,http://www.viviso.com,Internet,787794,operating,USA,CA,SF Bay Area,Sunnyvale,1.0,2015-01-01,2015-07-01,2015-07-01,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/tachyon-nexus,Tachyon Nexus,http://www.tachyonnexus.com/,Data Centers|Open Source|Storage,7500000,operating,USA,CA,SF Bay Area,Berkeley,1.0,2015-01-01,2015-03-17,2015-03-17,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/trusted,Trusted,http://usetrusted.com/,Apps|Child Care,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-01,2015-07-26,2015-07-26,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/filld,FILLD,http://www.filld.co,Apps,3250000,operating,USA,CA,SF Bay Area,Palo Alto,1.0,2015-01-01,2015-10-28,2015-10-28,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/scoop-4,Scoop,https://www.takescoop.com/,Apps,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-01,2015-11-02,2015-11-02,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/flosstime,FlossTime,http://flosstime.com,Health Care|Medical Devices,13339,operating,USA,CA,SF Bay Area,Palo Alto,1.0,2015-01-01,2015-10-28,2015-10-28,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/v-sense-medical,V-Sense Medical,http://www.vsensemedical.com/,Health Care Information Technology,-,operating,USA,CA,SF Bay Area,San Francisco,2.0,2015-01-01,2015-09-16,2015-10-27,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/criskco,CriskCo,https://www.criskco.com/,Accounting|Credit|Financial Services,-,operating,USA,CA,SF Bay Area,Sunnyvale,1.0,2015-01-01,2015-07-07,2015-07-07,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/appanalytics,AppAnalytics,https://appanalytics.io/,Analytics|Apps|Mobile|Real Time,300000,operating,USA,CA,SF Bay Area,San Jose,1.0,2015-01-05,2015-01-16,2015-01-16,2015-01-05,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/volans-i,volans-i,http://www.volans-i.com,B2B Express Delivery|Delivery|Drones|Transportation,-,closed,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-01,2015-07-15,2015-07-15,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/getunity,Getunity,https://getunity.org,Charities|Finance Technology|Lifestyle|Nonprofits|Social Network Media,500000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-05,2015-02-02,2015-02-02,2015-01-05,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/giggin-it,Giggin.it,http://giggin.it,Events|Temporary Staffing,-,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-10,2015-01-20,2015-01-20,2015-01-10,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/globality-inc,Globality,http://www.globality.com/,Software,10000000,operating,USA,CA,SF Bay Area,Menlo Park,1.0,2015-01-01,2015-04-13,2015-04-13,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
,,,,Crunchbase_Alt_companies.csv,/organization/cola,Cola,http://cola.io/,Apps,1300000,operating,USA,CA,SF Bay Area,San Francisco,1.0,2015-01-01,2015-11-12,2015-11-12,2015-01-01,,,,,,10.2,Other,0,47.24770642201835,2025-03-09
