name,description,logo_url,website_url,scraped_at,tags,hq_location,employee_count,founded_year,investors,funding_details,valuation
Unknown Company,,,,2025-03-28 03:39:21,,,,,,,
Unknown Company,,https://res.cloudinary.com/die3a7qhl/image/upload/v1729032535/numeric_ekspis.png,https://www.numeric.io/?utm_source=topstartups.io,2025-03-28 03:39:21,"Enterprise Software, FinTech, Accounting, Founders Fund, Menlo VC, IVP, $28M Series A in 2024",,,,,,
Unknown Company,,https://res.cloudinary.com/die3a7qhl/image/upload/v1739239915/render-logo_m6kuwe.svg,https://www.render.com/?utm_source=topstartups.io,2025-03-28 03:39:22,"SaaS, Enterprise Software, Developer Tools, Bessemer, General Catalyst, $80M Series C in 2025",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,f_auto,q_auto:eco,dpr_1/whp7nzng2urnf2voeikd",https://www.harvey.ai/?utm_source=topstartups.io,2025-03-28 03:39:22,"Artificial Intelligence, Legal, Sequoia, Kleiner Perkins, $300M Series D in 2025, $3.0B valuation",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/z9okitrtwykeceivfrsh",https://semgrep.dev/?utm_source=topstartups.io,2025-03-28 03:39:22,"Cybersecurity, SaaS, Sequoia, $100M Series D in 2025",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_lpad,h_256,w_256,f_auto,q_auto:eco,dpr_1/uhsr0uetxgjuq84ksent",http://www.hightouch.io/?utm_source=topstartups.io,2025-03-28 03:39:22,"Marketing, Enterprise Software, SaaS, Sales, Y Combinator, $80M Series C in 2025, $1.2B valuation",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_lpad,f_auto,q_auto:eco,dpr_1/v1504537466/sx7fkolgm56fkhqupehd.png",http://www.qventus.com/?utm_source=topstartups.io,2025-03-28 03:39:23,"Predictive Analytics, Healthcare, Bessemer, Y Combinator, $85M Series D in 2025",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,h_120,w_120,f_auto,b_white,q_auto:eco,dpr_1/bc745592fc9144b09df643a736c5818a",https://www.speak.com/?utm_source=topstartups.io,2025-03-28 03:39:23,"SaaS, Consumer, Artificial Intelligence, Accel, $78M Series C in 2024, $1.0B valuation",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_lpad,f_auto,q_auto:eco,dpr_1/w4fk7lg95vmrsqt6gire",http://databricks.com/?utm_source=topstartups.io,2025-03-28 03:39:23,"Artificial Intelligence, SaaS, Analytics, Data Science, Andreessen Horowitz, $10B Series J in 2024, $62.0B valuation",,,,,,
Unknown Company,,https://img-cdn.tnwcdn.com/image?url=https%3A%2F%2Fpbs.twimg.com%2Fprofile_images%2F1412956907929620486%2FGkFcFJFf.jpg&signature=dbf80f029dc186893f337bf93a145d0b,https://konghq.com/?utm_source=topstartups.io,2025-03-28 03:39:23,"Enterprise Software, SaaS, Andreessen Horowitz, $175M Series E in 2024, $2.0B valuation",,,,,,
Unknown Company,,https://images.crunchbase.com/image/upload/ooblsjdblhfi601ujl7r,http://cresta.com/?utm_source=topstartups.io,2025-03-28 03:39:24,"Artificial Intelligence, Sales, Enterprise Software, Sequoia, Andreessen Horowitz, $125M Series D in 2024",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,h_120,w_120,f_auto,b_white,q_auto:eco,dpr_1/dn00i7alw6rc3xla89km",https://www.infinitus.ai/?utm_source=topstartups.io,2025-03-28 03:39:24,"Health, Artificial Intelligence, Andreessen Horowitz, Kleiner Perkins, $51M Series C in 2024",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,h_120,w_120,f_auto,b_white,q_auto:eco,dpr_1/jbymoqcyqscp8fgvud6b",https://www.nooks.ai/?utm_source=topstartups.io,2025-03-28 03:39:24,"Artificial Intelligence, Sales, Kleiner Perkins, $43M Series B in 2024",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,f_auto,q_auto:eco,dpr_1/e0779b5e58c94c77bce457ce9a6ed2dc",https://decagon.ai/?utm_source=topstartups.io,2025-03-28 03:39:24,"Artificial Intelligence, Enterprise Software, Andreessen Horowitz, Accel, $65M Series B in 2024",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,f_auto,q_auto:eco,dpr_1/7e39375157714ef1b7733d002ebb3017",https://www.worldlabs.ai/?utm_source=topstartups.io,2025-03-28 03:39:24,"Artificial Intelligence, Andreessen Horowitz, $230M Series A in 2024, $1.0B valuation",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,h_256,w_256,f_auto,q_auto:eco,dpr_1/b6ff26f22c0d4c5c8fec0811038f3e62",https://ssi.inc/?utm_source=topstartups.io,2025-03-28 03:39:24,"Artificial Intelligence, Sequoia, Andreessen Horowitz, $1B Series A in 2024",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,f_auto,q_auto:eco,dpr_1/14620131a02b438192d571be5e2492f4",https://harmonic.fun/index/?utm_source=topstartups.io,2025-03-28 03:39:25,"Artificial Intelligence, Sequoia, $75M Series A in 2024",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/icjjhljnjqxdgepbytyz",https://www.atlys.com/?utm_source=topstartups.io,2025-03-28 03:39:25,"Immigration, Travel, Andreessen Horowitz, Sequoia, Accel, $20M Series B in 2024",,,,,,
Unknown Company,,"https://images.crunchbase.com/image/upload/c_pad,h_256,w_256,f_auto,q_auto:eco,dpr_1/o9krgzpt5d7hmm5d5vp4",https://www.cortex.io/?utm_source=topstartups.io,2025-03-28 03:39:25,"Enterprise Software, Developer Tools, Sequoia, $60M Series C in 2024",,,,,,
Unknown Company,,,,2025-03-28 03:39:25,,,,,,,
